Position,Gross
DRIVER; SUB-CLAS; TRANS DRIVER,"$12,935.75"
SUB-CLAS,"$12,874.85"
LT-PLCMT,"$12,841.50"
LT-PLCMT,"$12,818.42"
UNIV-PLA,"$12,775.04"
UNIV-PLA,"$12,775.04"
LT-PLCMT,"$12,772.17"
INT-AIDE; INTERVENTION AIDE; SUB-CLAS,"$12,744.70"
LT-PLCMT; SUB-CLAS,"$12,684.14"
SUP-ATHL,"$12,661.00"
LT-PLCMT,"$12,636.83"
LT-PLCMT,"$12,602.47"
SUP-ATHL,"$12,521.00"
SUP-ATHL,"$12,521.00"
LT-PLCMT,"$12,498.75"
LT-PLCMT,"$12,486.72"
SUP-ACAD,"$12,483.50"
FOOD SVC WORKER; FOOD-SVC,"$12,460.30"
FOOD SVC WORKER; FOOD-SVC,"$12,453.69"
FOOD-SVC,"$12,425.72"
LT-PLCMT,"$12,407.75"
FOOD SVC WORKER; FOOD-SVC,"$12,376.93"
CLAS-NON,"$12,376.28"
DRIVER,"$12,367.72"
INT-AIDE; INTERVENTION AIDE,"$12,339.78"
TEACHER; TEACHER PT/JS,"$12,293.66"
SUB-CLAS,"$12,268.94"
FOOD SVC WORKER; FOOD-SVC,"$12,251.72"
LT-PLCMT,"$12,249.14"
LT-PLCMT; MONITOR/AIDE,"$12,200.76"
FOOD SVC WORKER; FOOD-SVC,"$12,187.85"
SUP-ATHL,"$12,129.00"
LIBRARY AIDE,"$12,097.52"
INT-AIDE; INTERVENTION AIDE,"$12,060.80"
LT-PLCMT; SUB-CLAS,"$12,037.56"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$11,992.79"
DRIVER; TRANS DRIVER,"$11,947.01"
LT-PLCMT,"$11,946.76"
LT-PLCMT; SUB-CLAS,"$11,899.54"
FOOD-SVC,"$11,853.37"
INT-AIDE; INTERVENTION AIDE,"$11,825.20"
LT-PLCMT; SUB-CLAS,"$11,804.58"
SUB-CLAS,"$11,788.31"
LT-PLCMT; SUB-CLAS,"$11,777.99"
DRIVER; SUB-CLAS; TRANS DRIVER,"$11,616.93"
LT-PLCMT,"$11,616.68"
LT-PLCMT,"$11,551.12"
SUB-CLAS,"$11,550.04"
TEACHER; TEACHER PT/JS,"$11,535.54"
LT-PLCMT; SUB-CLAS,"$11,527.80"
DRIVER; SUB-CLAS; TRANS DRIVER,"$11,481.26"
DRIVER; SUB-CLAS,"$11,461.79"
LT-PLCMT; SUB-CLAS,"$11,448.51"
CLAS-NON; SUB-CLAS,"$11,436.83"
LT-PLCMT,"$11,419.59"
FOOD-SVC,"$11,407.25"
LT-PLCMT,"$11,402.00"
LT-PLCMT,"$11,388.45"
MONITOR/AIDE-0,"$11,314.84"
LT-PLCMT; SUB-CLAS,"$11,267.76"
FOOD SVC WORKER; FOOD-SVC; SUB-CLAS,"$11,255.66"
CMF,"$11,241.32"
MONITOR/AIDE-0; SUB-CLAS,"$11,224.64"
DRIVER; SUB-CLAS; TRANS DRIVER,"$11,192.36"
LT-PLCMT,"$11,185.52"
SUB-CLAS,"$11,154.88"
CMF,"$11,069.44"
FOOD SVC WORKER; FOOD-SVC,"$11,036.25"
CLAS-NON; SUB-CLAS,"$11,025.60"
LT-PLCMT,"$10,991.51"
LT-PLCMT; SUB-CLAS,"$10,991.35"
LT-PLCMT; SUB-CLAS,"$10,958.18"
LT-PLCMT; SUB-CLAS,"$10,952.76"
LT-PLCMT,"$10,949.30"
ESC-CERT; LT-PLCMT,"$10,867.87"
LT-PLCMT,"$10,849.74"
LT-PLCMT; SUB-CLAS,"$10,802.88"
DRIVER; SUB-CLAS; TRANS DRIVER,"$10,788.70"
LT-PLCMT,"$10,770.24"
CMF; SUB-CLAS,"$10,759.78"
LT-PLCMT; SUB-CLAS,"$10,759.58"
INT-AIDE; INTERVENTION AIDE,"$10,737.44"
SUB-CLAS,"$10,721.87"
LT-PLCMT; SUB-CLAS,"$10,711.88"
SUP-ATHL,"$10,702.50"
LT-PLCMT; SUB-CLAS,"$10,692.78"
SUP-ACAD,"$10,651.00"
LT-PLCMT,"$10,630.00"
SUP-ATHL,"$10,595.00"
CMF,"$10,553.60"
SUP-ATHL,"$10,476.00"
SUB-CLAS,"$10,457.45"
LT-PLCMT; SUB-CLAS,"$10,388.63"
SUP-ACAD,"$10,352.00"
LT-PLCMT; SUB-CLAS,"$10,308.59"
INT-AIDE; INTERVENTION AIDE-0,"$10,276.24"
FOOD SVC WORKER; FOOD-SVC,"$10,261.72"
LT-PLCMT,"$10,260.00"
FOOD SVC WORKER; FOOD-SVC; SUB-CLAS,"$10,219.80"
LT-PLCMT,"$10,180.00"
LT-PLCMT,"$10,144.84"
SUP-ATHL,"$10,120.00"
SUP-ATHL,"$10,113.00"
CMF,"$10,099.41"
LT-PLCMT; SUB-CLAS,"$10,099.27"
LT-PLCMT; SUB-CLAS,"$10,081.65"
CMF; CUSTODIAN-0,"$10,053.60"
LT-PLCMT; SUB-CLAS,"$10,034.22"
INT-AIDE,"$10,026.16"
DRIVER; SUB-CLAS; TRANS DRIVER,"$10,004.16"
LT-PLCMT; SUB-CLAS,"$9,994.87"
SUB-CLAS,"$9,981.18"
LT-PLCMT,"$9,955.18"
LT-PLCMT,"$9,946.63"
SUP-ATHL,"$9,876.00"
LT-PLCMT; SUB-CLAS,"$9,858.72"
SUP-ATHL,"$9,839.50"
LT-PLCMT,"$9,817.56"
LT-PLCMT,"$9,730.00"
LT-PLCMT,"$9,725.36"
LT-PLCMT; SUB-CLAS,"$9,681.94"
LT-PLCMT; SUB-CLAS,"$9,638.42"
CLAS-NON,"$9,581.60"
LT-PLCMT,"$9,517.60"
LT-PLCMT,"$9,469.53"
SUP-ATHL,"$9,394.00"
SUB-CLAS,"$9,377.69"
LT-PLCMT,"$9,374.47"
SUP-ACAD,"$9,353.00"
LT-PLCMT,"$9,280.73"
FOOD SVC WORKER; FOOD-SVC,"$9,267.31"
LT-PLCMT; SUB-CLAS,"$9,254.10"
CLAS-NON,"$9,242.56"
LT-PLCMT,"$9,221.83"
SUB-CLAS,"$9,190.66"
ESC-CLAS; LT-PLCMT; SUB-CLAS,"$9,186.94"
SUB-CLAS,"$9,175.64"
SUP-ATHL,"$9,163.00"
SUP-ACAD,"$9,157.00"
TEACHER PT 185,"$9,144.64"
SUB-CLAS,"$9,130.26"
SUP-ACAD,"$9,115.00"
SUP-ATHL,"$9,050.50"
SUB-CLAS,"$8,987.76"
LT-PLCMT,"$8,955.00"
CLAS-NON; LT-PLCMT,"$8,949.48"
LT-PLCMT,"$8,946.87"
SUP-ATHL,"$8,919.00"
SUP-ATHL,"$8,913.00"
LT-PLCMT,"$8,830.48"
CMF,"$8,815.86"
LT-PLCMT,"$8,815.36"
SUB-CLAS,"$8,814.15"
LT-PLCMT,"$8,805.11"
LT-PLCMT,"$8,794.50"
LT-PLCMT; SUB-CLAS,"$8,779.78"
LT-PLCMT,"$8,768.90"
LT-PLCMT; SUB-CLAS,"$8,763.97"
LT-PLCMT,"$8,742.44"
LT-PLCMT; SUB-CLAS,"$8,683.23"
LT-PLCMT,"$8,671.83"
INTERVENTION AIDE,"$8,656.06"
SUB-CLAS,"$8,646.72"
LT-PLCMT,"$8,625.73"
ESC-CERT,"$8,624.29"
LT-PLCMT,"$8,600.09"
LT-PLCMT,"$8,579.60"
SUB-CLAS,"$8,533.95"
TEACHER; TEACHER-0,"$8,519.68"
LT-PLCMT,"$8,517.76"
LT-PLCMT; SUB-CLAS,"$8,512.63"
SUB-CLAS,"$8,502.10"
LT-PLCMT,"$8,461.72"
SUB-CLAS,"$8,450.76"
LT-PLCMT,"$8,442.59"
LT-PLCMT,"$8,441.23"
SUP-ATHL,"$8,423.00"
ESC-CERT,"$8,401.00"
FOOD-SVC,"$8,400.59"
LT-PLCMT,"$8,394.98"
SUP-ATHL,"$8,352.25"
LT-PLCMT,"$8,328.75"
LT-PLCMT,"$8,297.72"
SUP-ATHL,"$8,288.00"
SUP-ATHL,"$8,288.00"
SUP-ATHL,"$8,288.00"
SUP-ATHL,"$8,288.00"
SUP-ATHL,"$8,288.00"
LT-PLCMT,"$8,261.84"
SUB-CLAS,"$8,246.85"
LT-PLCMT,"$8,219.92"
CMF; CUSTODIAN-0,"$8,215.27"
LT-PLCMT; SUB-CLAS,"$8,141.07"
LT-PLCMT,"$8,128.58"
SUB-CLAS,"$8,121.48"
SUP-ATHL,"$8,086.00"
SUP-ATHL,"$8,086.00"
SUP-ATHL,"$8,086.00"
SUP-ATHL,"$8,086.00"
SUP-ATHL,"$8,086.00"
LT-PLCMT,"$8,045.36"
SUP-ATHL,"$8,044.00"
LT-PLCMT,"$8,034.16"
LT-PLCMT,"$8,026.02"
SUP-ATHL,"$7,985.82"
SUB-CLAS,"$7,974.47"
SUP-ATHL,"$7,973.00"
INT-AIDE,"$7,971.04"
DRIVER,"$7,956.14"
SUP-ATHL,"$7,949.00"
SUP-ATHL,"$7,870.89"
SUP-ATHL,"$7,870.00"
LT-PLCMT; SUB-CLAS,"$7,868.73"
SUP-ATHL,"$7,851.79"
SUP-ATHL,"$7,848.00"
SUB-CLAS,"$7,805.98"
SUP-ATHL,"$7,801.00"
ADMIN,"$7,777.78"
LT-PLCMT; SUB-CLAS,"$7,755.45"
LT-PLCMT,"$7,750.00"
LT-PLCMT,"$7,749.00"
SUP-ATHL,"$7,719.25"
LT-PLCMT,"$7,707.32"
CLAS-NON; LT-PLCMT,"$7,695.80"
SUP-ACAD,"$7,675.00"
SUP-ATHL,"$7,632.00"
INT-AIDE,"$7,622.60"
SUB-CLAS,"$7,617.98"
INTERVENTION AIDE,"$7,616.75"
SUP-ATHL,"$7,610.00"
SUP-ATHL,"$7,601.75"
LT-PLCMT; SUB-CLAS,"$7,590.44"
SUP-ATHL,"$7,578.00"
MONITOR/AIDE,"$7,559.92"
MONITOR/AIDE,"$7,559.92"
SUP-ATHL,"$7,557.00"
SUB-CLAS,"$7,539.40"
LT-PLCMT,"$7,502.60"
SUP-ATHL,"$7,497.50"
LT-PLCMT; SUB-CLAS,"$7,473.01"
DRIVER,"$7,466.27"
SUB-CLAS,"$7,439.25"
CLAS-NON,"$7,428.72"
LT-PLCMT,"$7,375.00"
SUP-ATHL,"$7,373.00"
DRIVER; SUB-CLAS,"$7,371.54"
LT-PLCMT,"$7,325.00"
SUP-ATHL,"$7,316.03"
SUP-ACAD,"$7,313.00"
SUP-ACAD,"$7,313.00"
SUP-ATHL,"$7,313.00"
MONITOR/AIDE,"$7,270.40"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$7,262.61"
SUB-CLAS,"$7,246.80"
MONITOR/AIDE,"$7,219.86"
SUB-CLAS,"$7,204.81"
SUB-CLAS,"$7,197.82"
LT-PLCMT; SUB-CLAS,"$7,195.35"
DRIVER,"$7,185.15"
LT-PLCMT,"$7,159.92"
SUP-ATHL,"$7,135.00"
SUP-ATHL,"$7,135.00"
LT-PLCMT,"$7,134.00"
FOOD-SVC,"$7,124.48"
CLAS-NON; LT-PLCMT,"$7,103.22"
LT-PLCMT,"$7,086.74"
SUB-CLAS,"$7,083.75"
LT-PLCMT,"$7,073.88"
SUP-ATHL,"$7,069.00"
SUP-ACAD,"$7,067.00"
SUP-ATHL,"$7,010.00"
SUB-CLAS,"$6,926.93"
LT-PLCMT; SUB-CLAS,"$6,913.79"
CLAS-NON,"$6,905.92"
SUP-ATHL,"$6,770.00"
LT-PLCMT; SUB-CLAS,"$6,729.87"
FOOD SVC WORKER; FOOD-SVC; SUB-CLAS,"$6,729.25"
SUP-ATHL,"$6,716.00"
LT-PLCMT,"$6,714.30"
SUB-CLAS,"$6,667.76"
SUP-ATHL,"$6,659.00"
SUP-ATHL,"$6,659.00"
SUP-ATHL,"$6,659.00"
ESC-CLAS,"$6,637.41"
LT-PLCMT,"$6,612.50"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$6,588.97"
SUP-ATHL,"$6,582.00"
SUP-ATHL,"$6,582.00"
SUB-CLAS,"$6,571.74"
CMF; CUSTODIAN-0,"$6,552.60"
SUB-CERT,"$6,533.42"
LT-PLCMT,"$6,529.52"
LT-PLCMT,"$6,483.40"
SUB-CLAS,"$6,473.70"
SUP-ACAD,"$6,460.50"
SUB-CLAS,"$6,450.76"
SUB-CLAS,"$6,442.22"
SUB-CLAS,"$6,438.61"
LT-PLCMT; SUB-CLAS,"$6,402.90"
LT-PLCMT; SUB-CLAS,"$6,383.77"
LT-PLCMT,"$6,368.64"
INT-AIDE,"$6,361.20"
CLINIC AIDE,"$6,347.84"
SUP-ATHL,"$6,338.00"
SUP-ATHL,"$6,338.00"
SUP-ATHL,"$6,338.00"
SUP-ATHL,"$6,338.00"
SUP-ATHL,"$6,338.00"
SUP-ATHL,"$6,338.00"
SUP-ATHL,"$6,338.00"
SUP-ATHL,"$6,338.00"
SUP-ATHL,"$6,338.00"
SUP-ATHL,"$6,338.00"
LT-PLCMT,"$6,337.60"
SUB-CLAS,"$6,335.93"
SUP-ATHL,"$6,308.00"
SUB-CLAS,"$6,267.91"
LT-PLCMT,"$6,257.63"
SUB-CLAS,"$6,250.42"
CMF; CUSTODIAN,"$6,212.58"
SUP-ATHL,"$6,210.00"
SUB-CLAS,"$6,209.48"
CMF; CUSTODIAN,"$6,189.51"
SUP-ATHL,"$6,183.00"
SUP-ATHL,"$6,183.00"
SUP-ATHL,"$6,183.00"
SUP-ATHL,"$6,183.00"
SUP-ATHL,"$6,183.00"
SUP-ATHL,"$6,183.00"
SUP-ATHL,"$6,183.00"
SUP-ATHL,"$6,183.00"
SUP-ATHL,"$6,183.00"
SUB-CLAS,"$6,176.32"
FOOD-SVC,"$6,172.72"
SUB-CLAS,"$6,163.44"
LT-PLCMT,"$6,129.76"
SUB-CLAS,"$6,120.84"
SUB-CLAS,"$6,117.58"
FOOD-SVC,"$6,109.38"
LT-PLCMT,"$6,107.49"
ESC-CLAS; LT-PLCMT,"$6,102.99"
SUP-ATHL,"$6,094.00"
SUP-ATHL,"$6,094.00"
SUP-ATHL,"$6,094.00"
INT-AIDE,"$6,076.16"
SUP-ATHL,"$6,064.50"
ESC-CLAS,"$6,063.75"
SUB-CLAS,"$6,051.81"
SUB-CLAS,"$6,050.57"
ESC-CERT,"$6,023.00"
SUP-ATHL,"$6,023.00"
SUP-ATHL,"$6,023.00"
SUP-ACAD,"$6,023.00"
SUB-CLAS,"$6,012.29"
LT-PLCMT,"$5,966.32"
SUP-ATHL,"$5,946.00"
SUP-ATHL,"$5,946.00"
SUP-ATHL,"$5,946.00"
SUP-ATHL,"$5,946.00"
SUP-ATHL,"$5,946.00"
SUP-ATHL,"$5,946.00"
SUB-CLAS,"$5,918.34"
SUP-ATHL,"$5,888.00"
SUP-ATHL,"$5,869.00"
SUB-CLAS,"$5,863.37"
LT-PLCMT,"$5,863.00"
SUP-ATHL,"$5,850.00"
LT-PLCMT; SUB-CLAS,"$5,798.21"
CLAS-NON,"$5,797.78"
ESC-CLAS; SUB-CLAS,"$5,795.30"
SUP-ATHL,"$5,791.50"
SUB-CLAS,"$5,779.18"
SUB-CLAS,"$5,777.41"
SUB-CLAS,"$5,768.99"
SUB-CLAS,"$5,755.90"
SUP-ACAD,"$5,753.00"
LT-PLCMT,"$5,748.04"
LT-PLCMT,"$5,740.36"
INTERVENTION AIDE-0,"$5,740.00"
SUP-ATHL,"$5,708.00"
SUP-ATHL,"$5,708.00"
SUP-ATHL,"$5,708.00"
SUP-ATHL,"$5,708.00"
SUP-ATHL,"$5,708.00"
LT-PLCMT,"$5,696.93"
SUP-ACAD,"$5,660.00"
CMF; CUSTODIAN,"$5,652.11"
LT-PLCMT,"$5,610.00"
SUP-ATHL,"$5,607.00"
INT-AIDE,"$5,605.12"
SUB-CLAS,"$5,594.41"
SUB-CLAS,"$5,578.78"
SUB-CLAS,"$5,560.55"
SUB-CLAS,"$5,546.00"
ESC-CERT,"$5,541.00"
LT-PLCMT,"$5,520.00"
FOOD-SVC; LT-PLCMT; SUB-CLAS,"$5,515.69"
ESC-CLAS,"$5,515.44"
SUB-CLAS,"$5,512.50"
SUB-CLAS,"$5,502.56"
TEACHER,"$5,483.90"
SUP-ATHL,"$5,470.50"
SUP-ATHL,"$5,470.00"
SUP-ATHL,"$5,470.00"
SUP-ATHL,"$5,470.00"
SUP-ATHL,"$5,470.00"
SUP-ATHL,"$5,470.00"
SUP-ATHL,"$5,470.00"
SUP-ATHL,"$5,470.00"
SUP-ATHL,"$5,469.00"
SUP-ACAD,"$5,419.50"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$5,396.68"
SUB-CLAS,"$5,389.35"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$5,384.92"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$5,379.85"
SUB-CLAS,"$5,375.94"
SUB-CLAS,"$5,366.03"
SUP-ATHL,"$5,363.00"
SUP-ATHL,"$5,363.00"
SUP-ATHL,"$5,363.00"
SUP-ATHL,"$5,363.00"
SUB-CLAS,"$5,358.08"
SUB-CLAS,"$5,307.00"
SUP-ATHL,"$5,307.00"
SUB-CLAS,"$5,295.15"
SUB-CLAS,"$5,249.10"
SUP-ATHL,"$5,232.00"
SUP-ATHL,"$5,232.00"
SUP-ATHL,"$5,232.00"
SUP-ATHL,"$5,232.00"
SUP-ATHL,"$5,232.00"
SUP-ATHL,"$5,232.00"
SUP-ATHL,"$5,232.00"
SUP-ATHL,"$5,232.00"
SUP-ATHL,"$5,232.00"
SUP-ATHL,"$5,232.00"
SUP-ATHL,"$5,232.00"
SUP-ATHL,"$5,232.00"
SUB-CLAS,"$5,220.69"
LT-PLCMT,"$5,219.20"
SUB-CLAS,"$5,186.40"
LT-PLCMT,"$5,161.09"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$5,145.19"
LT-PLCMT,"$5,144.64"
SUB-CLAS,"$5,142.91"
LT-PLCMT,"$5,119.12"
SUP-ATHL,"$5,119.00"
SUP-ATHL,"$5,119.00"
SUP-ATHL,"$5,119.00"
SUP-ATHL,"$5,119.00"
DRIVER,"$5,117.42"
SUP-ATHL,"$5,113.50"
LT-PLCMT,"$5,093.38"
LT-PLCMT,"$5,079.09"
SUP-ATHL,"$5,059.00"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$5,050.57"
SUB-CLAS,"$5,045.68"
SUB-CLAS,"$5,036.77"
CMF; CUSTODIAN; SUB-CLAS,"$5,014.65"
SUP-ACAD,"$5,000.00"
SUP-ATHL,"$4,995.00"
SUP-ATHL,"$4,994.00"
SUP-ATHL,"$4,994.00"
SUP-ATHL,"$4,994.00"
SUP-ATHL,"$4,994.00"
SUP-ATHL,"$4,994.00"
SUP-ATHL,"$4,994.00"
SUP-ATHL,"$4,994.00"
SUP-ATHL,"$4,994.00"
SUP-ATHL,"$4,994.00"
ESC-CERT,"$4,989.08"
DRIVER,"$4,985.06"
LT-PLCMT,"$4,959.67"
LT-PLCMT,"$4,950.00"
LT-PLCMT,"$4,938.59"
SUP-ATHL,"$4,937.50"
LT-PLCMT,"$4,935.00"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$4,925.11"
SUB-CLAS,"$4,913.55"
SUB-CLAS,"$4,884.00"
SUB-CLAS,"$4,883.32"
SUP-ATHL,"$4,875.00"
SUB-CLAS,"$4,800.39"
SUP-ATHL,"$4,798.50"
SUP-ACAD,"$4,798.00"
SUB-CLAS,"$4,787.26"
SUP-ATHL,"$4,757.00"
SUP-ATHL,"$4,757.00"
SUP-ATHL,"$4,757.00"
SUP-ATHL,"$4,757.00"
SUP-ATHL,"$4,757.00"
SUP-ATHL,"$4,757.00"
SUP-ATHL,"$4,757.00"
SUB-CLAS,"$4,755.24"
SUB-CLAS,"$4,753.12"
SUP-ATHL,"$4,744.00"
SUB-CLAS,"$4,708.57"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$4,706.86"
SUB-CLAS,"$4,703.53"
CLINIC AIDE,"$4,683.57"
LT-PLCMT,"$4,667.59"
ESC-CERT,"$4,632.00"
SUP-ATHL,"$4,632.00"
LT-PLCMT,"$4,622.72"
SUB-CLAS,"$4,574.19"
SUP-ATHL,"$4,543.17"
SUP-ATHL,"$4,519.00"
SUP-ATHL,"$4,519.00"
SUP-ATHL,"$4,519.00"
SUP-ATHL,"$4,519.00"
LT-PLCMT; SUB-CLAS,"$4,507.50"
SUB-CLAS,"$4,499.47"
LT-PLCMT; SUB-CLAS,"$4,495.86"
SUB-CLAS,"$4,492.37"
LT-PLCMT,"$4,485.00"
LT-PLCMT,"$4,483.98"
SUB-CLAS,"$4,467.75"
SUB-CLAS,"$4,464.06"
SUB-CLAS,"$4,444.67"
SUP-ATHL,"$4,438.50"
SUB-CLAS,"$4,435.61"
SUB-CLAS,"$4,425.96"
SUP-ATHL,"$4,408.01"
SUP-ATHL,"$4,388.00"
SUP-ATHL,"$4,388.00"
SUP-ATHL,"$4,388.00"
SUP-ATHL,"$4,388.00"
LT-PLCMT; SUB-CLAS,"$4,380.42"
LT-PLCMT; SUB-CLAS,"$4,357.82"
LT-PLCMT,"$4,353.75"
SUB-CLAS,"$4,343.26"
SUP-ATHL,"$4,340.25"
LT-PLCMT,"$4,333.80"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$4,312.40"
ESC-CLAS,"$4,310.58"
SUB-CLAS,"$4,290.30"
SUB-CLAS,"$4,282.50"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$4,281.97"
SUP-ATHL,"$4,281.00"
SUP-ATHL,"$4,281.00"
SUP-ATHL,"$4,281.00"
SUP-ATHL,"$4,281.00"
SUP-ATHL,"$4,281.00"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$4,270.61"
LT-PLCMT,"$4,243.68"
LT-PLCMT; SUB-CLAS,"$4,242.74"
SUB-CLAS,"$4,242.29"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$4,234.72"
SUB-CLAS,"$4,230.96"
SUB-CLAS,"$4,214.58"
SUP-ATHL,"$4,144.00"
SUP-ATHL,"$4,144.00"
SUP-ATHL,"$4,144.00"
SUP-ATHL,"$4,144.00"
SUP-ATHL,"$4,144.00"
SUP-ATHL,"$4,144.00"
SUP-ATHL,"$4,144.00"
SUP-ATHL,"$4,144.00"
SUP-ATHL,"$4,144.00"
SUP-ATHL,"$4,144.00"
INT-AIDE,"$4,141.96"
SUB-CLAS,"$4,131.15"
LT-PLCMT,"$4,123.36"
SUP-ATHL,"$4,102.50"
SUB-CLAS,"$4,102.20"
LT-PLCMT,"$4,100.00"
SUB-CLAS,"$4,080.85"
SUB-CLAS,"$4,074.36"
SUP-ATHL,"$4,073.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
SUP-ATHL,"$4,043.00"
LT-PLCMT; SUB-CLAS,"$4,026.24"
SUP-ATHL,"$4,006.50"
SUB-CLAS,"$4,003.75"
LT-PLCMT; SUB-CLAS,"$3,997.50"
SUB-CLAS,"$3,958.22"
LT-PLCMT,"$3,951.68"
LT-PLCMT,"$3,930.38"
SUB-CLAS,"$3,929.20"
SUP-ATHL,"$3,924.00"
SUP-ATHL,"$3,917.91"
SUP-ATHL,"$3,900.00"
SUP-ATHL,"$3,900.00"
SUP-ATHL,"$3,900.00"
SUP-ATHL,"$3,900.00"
SUP-ATHL,"$3,900.00"
SUP-ATHL,"$3,900.00"
SUP-ATHL,"$3,900.00"
SUB-CLAS,"$3,896.82"
SUB-CLAS,"$3,888.11"
MONITOR/AIDE-0,"$3,879.19"
SUB-CLAS,"$3,833.33"
SUB-CLAS,"$3,809.86"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
SUP-ATHL,"$3,805.00"
LT-PLCMT,"$3,772.16"
LT-PLCMT,"$3,772.16"
SUP-ATHL,"$3,745.50"
SUP-ATHL,"$3,745.50"
LT-PLCMT; SUB-CLAS,"$3,735.44"
SUP-ACAD,"$3,718.50"
SUB-CLAS,"$3,711.40"
SUB-CLAS,"$3,707.95"
LT-PLCMT,"$3,697.50"
LT-PLCMT,"$3,685.00"
SUB-CLAS,"$3,664.67"
LT-PLCMT,"$3,660.65"
SUP-ATHL,"$3,657.00"
SUB-CLAS,"$3,656.25"
SUB-CLAS,"$3,641.23"
SUB-CLAS,"$3,635.06"
DRIVER; TRANS DRIVER,"$3,632.45"
LT-PLCMT,"$3,600.00"
SUP-ATHL,"$3,567.00"
SUP-ATHL,"$3,567.00"
LT-PLCMT; SUB-CLAS,"$3,546.46"
SUB-CLAS,"$3,495.30"
SUB-CLAS,"$3,492.07"
SUB-CLAS,"$3,436.71"
CMF; INT-AIDE; INTERVENTION AIDE,"$3,413.38"
SUB-CLAS,"$3,412.82"
SUB-CLAS,"$3,412.69"
SUB-CLAS,"$3,402.75"
SUP-ATHL,"$3,389.25"
LT-PLCMT; SUB-CLAS,"$3,336.40"
SUP-ATHL,"$3,330.00"
SUP-ATHL,"$3,330.00"
SUP-ATHL,"$3,330.00"
SUP-ATHL,"$3,330.00"
SUB-CLAS,"$3,278.30"
SUB-CLAS,"$3,227.73"
SUB-CLAS,"$3,222.05"
SUP-ACAD,"$3,210.00"
SUB-CLAS,"$3,196.12"
SUB-CLAS,"$3,180.59"
SUB-CLAS,"$3,176.15"
SUP-ATHL,"$3,169.00"
SUP-ATHL,"$3,169.00"
ESC-CERT,"$3,169.00"
FOOD SVC WORKER-0; FOOD-SVC; SUB-CLAS,"$3,168.83"
LT-PLCMT,"$3,165.06"
LT-PLCMT; SUB-CLAS,"$3,154.82"
SUB-CLAS,"$3,153.39"
SUP-ATHL,"$3,135.00"
SUB-CLAS,"$3,132.76"
SUB-CLAS,"$3,129.84"
SUP-ATHL,"$3,125.25"
SUB-CLAS,"$3,112.10"
SUP-ATHL,"$3,108.00"
SUP-ATHL,"$3,092.00"
SUP-ATHL,"$3,092.00"
SUP-ATHL,"$3,092.00"
SUP-ATHL,"$3,092.00"
SUP-ATHL,"$3,092.00"
SUP-ATHL,"$3,092.00"
SUP-ATHL,"$3,092.00"
ESC-CERT,"$3,092.00"
ESC-CERT,"$3,092.00"
SUP-ATHL,"$3,092.00"
SUP-ATHL,"$3,092.00"
SUP-ATHL,"$3,092.00"
SUP-ATHL,"$3,092.00"
SUP-ATHL,"$3,092.00"
SUP-ATHL,"$3,092.00"
SUP-ACAD,"$3,091.50"
SUP-ATHL,"$3,091.50"
SUP-ATHL,"$3,062.50"
SUP-ATHL,"$3,032.25"
SUB-CLAS,"$3,025.80"
SUB-CLAS,"$2,990.65"
SUB-CLAS,"$2,979.68"
CMF,"$2,969.10"
SUB-CLAS,"$2,957.28"
SUB-CLAS,"$2,948.92"
SUB-CLAS,"$2,948.45"
SUB-CLAS,"$2,947.50"
SUB-CLAS,"$2,938.37"
SUP-ACAD,"$2,925.00"
